| Title                                                               | English Title                                                                    | Year    | Status             | Personal Rating | Online Rating | Sub Type   | Type   | Aired From | Aired To   | Airing | Alternate Titles                                                                                                                                                                                                                                                                                                                                                        | Current Episode | Data Source | Date Completed | Date Started | Duration           | Episodes | Favorite | Franchise                             | Genres                                              | Id     | Image                                                                                    | Last Watched | Plot                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | Prequel | Released | Rewatch Count | Sequel | Streaming Services                                                                                                                                                         | Studio                       | Tags                                                                              | Url                                                                                                     | Watched | Writer | Body Text                                                                                                                                                                                                                                                                                                                                                      |
| Tokyo Revengers                                                     | Tokyo Revengers                                                                  |   2021  |     Completed      |      ★ 5/10     |     ★ 7.82    |     tv     | series | 4/11/2021  | 9/19/2021  | false  | Tokyo Revengers, 東京リベンジャーズ                                                                                                                                                                                                                                                                                                                                              |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    24    |  false   | -                                     | Action, Drama                                       | 42249  | https://cdn.myanimelist.net/images/anime/1839/122012.jpg                                 |      -       | Takemichi Hanagaki's second year of middle school was the highest point in his life. He had respect, a gang of friends he could count on, and even a girlfriend. But that was twelve years ago. Today, he's a nobody: a washed-up nonentity made fun of by children and always forced to apologize to his younger boss. A sudden news report on the Tokyo Manji Gang's cruel murder of the only girlfriend he ever had alongside her brother only adds insult to injury. Half a second before a train ends his pitiful life for good, Takemichi flashes back to that same day 12 years ago, when he was still dating Hinata Tachibana. After being forced to relive the very same day that began his downward spiral, Takemichi meets Hinata's younger brother. Without thinking, he admits to his seeming death before flashing back to the past. Takemichi urges him to protect his sister before inexplicably returning to the future. Miraculously, he is not dead. Stranger still, the future has changed. It seems as though Takemichi can alter the flow of time. Given the chance to prevent his ex-girlfriend's tragic death at the hands of the Tokyo Manji Gang, Takemichi decides to fly through time to change the course of the future. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | -       |   true   |       0       | -      | Crunchyroll, Netflix, Bahamut Anime Crazy, Bilibili, Muse Asia                                                                                                             | LIDENFILMS                   | genre/Action, genre/Drama                                                         | https://myanimelist.net/anime/42249/Tokyo_Revengers                                                     |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Tonikaku Kawaii                                                     | Tonikawa: Over The Moon For You                                                  |   2020  |     Completed      |      ★ 8/10     |     ★ 7.84    |     tv     | series | 10/3/2020  | 12/19/2020 | false  | Fly Me to the Moon, Tonikaku Kawaii, Generally Cute, トニカクカワイイ, Tonikawa: Over The Moon For You                                                                                                                                                                                                                                                                          |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | [[Tonikawa Franchise]]                | Comedy, Romance                                     | 41389  | https://cdn.myanimelist.net/images/anime/1613/108722.jpg                                 |      -       | Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped out. However, fate is a fickle mistress. On his way home one snowy evening, Nasa's eyes fall upon a peerless beauty across the street. Bewitched, Nasa tries to approach her—only to get blindsided by an oncoming truck. Thankfully, his life is spared due to the girl's swift action. Bleeding by the side of an ambulance, he watches as the girl walks away under the moonlight—reminiscent of Princess Kaguya leaving for the moon. Refusing to let this chance meeting end, he forces his crippled body to chase after her and asks her out. Surprised by his foolhardiness and pure resolve, the girl accepts his confession under a single condition: they can only be together if he marries her! [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | -       |   true   |       0       | -      | Crunchyroll                                                                                                                                                                | Seven Arcs                   | genre/Comedy, genre/Romance                                                       | https://myanimelist.net/anime/41389/Tonikaku_Kawaii                                                     |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Tonikaku Kawaii: Seifuku                                            | Tonikawa: Over The Moon For You - Uniform                                        |   2022  |     Completed      |        -        |     ★ 7.73    |  special   | series | 11/22/2022 |     -      | false  | Tonikawa: Over The Moon For You - Uniform, トニカクカワイイ ~制服~, Tonikaku Kawaii: Seifuku                                                                                                                                                                                                                                                                                      |        0        | MALAPI      |       -        |      -       |       22 min       |    1     |  false   | [[Tonikawa Franchise]]                | Comedy, Romance                                     | 51533  | https://cdn.myanimelist.net/images/anime/1085/126580.jpg                                 |      -       | Special episode of Tonikaku Kawaii released Fall 2022.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | -       |   true   |       0       | -      | Crunchyroll                                                                                                                                                                | Seven Arcs                   | genre/Comedy, genre/Romance                                                       | https://myanimelist.net/anime/51533/Tonikaku_Kawaii_-_Seifuku                                           |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Tonikaku Kawaii 2nd Season                                          | Tonikawa: Over The Moon For You Season 2                                         |   2023  |      Dropped       |        -        |     ★ 7.65    |     tv     | series |  4/8/2023  | 6/24/2023  | false  | Tonikawa: Over The Moon For You Season 2, トニカクカワイイ, Tonikaku Kawaii 2nd Season                                                                                                                                                                                                                                                                                          |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | [[Tonikawa Franchise]]                | Comedy, Romance                                     | 50307  | https://cdn.myanimelist.net/images/anime/1996/133361.jpg                                 |      -       | In the wake of their first home burning down, Nasa and Tsukasa Yuzaki are seeking temporary shelter at the Arisugawas' bathhouse. Though they have only been married for a short time, their relationship has only become sweeter by the day. Nasa is determined to spend as much time with his wife as possible, basking in the happiness of their marriage. The newlyweds find new ways to explore their relationship. From adopting a cat, going to an amusement park, and even watching an impromptu romantic comedy featuring Nasa's former teacher, every day is a new experience. But while Tsukasa continues to meet the people in Nasa's life, Nasa has yet to meet more of Tsukasa's family. Though they appear to be the picture-perfect couple to everyone around them, Nasa begins to wonder if he will ever learn more about his wife's mysterious past. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | -       |   true   |       0       | -      | Crunchyroll, Bilibili Global                                                                                                                                               | Seven Arcs                   | genre/Comedy, genre/Romance                                                       | https://myanimelist.net/anime/50307/Tonikaku_Kawaii_2nd_Season                                          |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Isekai Ojisan                                                       | Uncle from Another World                                                         |   2022  |     Completed      |      ★ 7/10     |     ★ 7.75    |     tv     | series |  7/6/2022  |  3/8/2023  | false  | Isekai Uncle, 異世界おじさん, Isekai Ojisan, Ojisan in Another World, Uncle from Another World                                                                                                                                                                                                                                                                                 |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    13    |  false   | -                                     | Comedy, Fantasy                                     | 49220  | https://cdn.myanimelist.net/images/anime/1743/125204.jpg                                 |      -       | After a fatal encounter with a truck, Takafumi Takaoka's uncle, Yousuke "Ojisan" Shibazaki, lies comatose for 17 years. When he finally regains consciousness, Ojisan begins to ramble in a foreign tongue and reveals that he had been transported to a magical world called Gran Bahamal. Takafumi dismisses his uncle's claims as nonsense until an incantation makes a cup of water hover in the air. In a flash of brilliance, the pair creates a YouTube channel to showcase Ojisan's magical abilities. The responsibility now falls on Takafumi's shoulders to acquaint Ojisan with everything that has transpired during his absence, including getting him up to speed with the internet, new technology, and surprisingly, the outcome of the '90s console war—the result of which was especially distressing for a hardcore SEGA fan. With Ojisan's wisdom from his other world experiences, they grow their YouTube channel and tackle online comments and trolls. The journey of this uncle-nephew duo promises to be anything but conventional. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | -       |   true   |       0       | -      | Netflix                                                                                                                                                                    | Atelier Pontdarc             | genre/Comedy, genre/Fantasy                                                       | https://myanimelist.net/anime/49220/Isekai_Ojisan                                                       |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Urusei Yatsura (2022) 2nd Season                                    | Urusei Yatsura (2022) 2nd Season                                                 |   2024  |      On Hold       |        -        |     ★ 7.89    |     tv     | series | 1/12/2024  | 6/21/2024  | false  | Urusei Yatsura (2022) 2nd Season, うる星やつら第2期, Urusei Yatsura Season 2                                                                                                                                                                                                                                                                                                    |        0        | MALAPI      |       -        |      -       |   22 min per ep    |    23    |  false   | -                                     | Comedy, Romance, Sci-Fi                             | 54829  | https://cdn.myanimelist.net/images/anime/1517/140830.jpg                                 |      -       | Second season of Urusei Yatsura (2022).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | -       |   true   |       0       | -      | HIDIVE, Anime Digital Network                                                                                                                                              | David Production             | genre/Comedy, genre/Romance, genre/Sci-Fi                                         | https://myanimelist.net/anime/54829/Urusei_Yatsura_(2022)_2nd_Season                                    |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Urusei Yatsura (2022)                                               | Urusei Yatsura                                                                   |   2022  |     Completed      |        -        |     ★ 7.43    |     tv     | series | 10/14/2022 | 3/24/2023  | false  | うる星やつら, Those Obnoxious Aliens, Lum, Urusei Yatsura, Urusei Yatsura (2022), The Return of Lum, the Invader Girl                                                                                                                                                                                                                                                         |        0        | MALAPI      |       -        |      -       |   22 min per ep    |    23    |  false   | -                                     | Comedy, Romance, Sci-Fi                             | 50710  | https://cdn.myanimelist.net/images/anime/1233/129144.jpg                                 |      -       | When aliens known as the Oni threaten to invade the Earth, they promise to leave under one condition—a randomly-chosen human must win a one-on-one game of tag against Lum, the beautiful daughter of the Oni leader. The "lucky" person selected happens to be the lustful and unlucky high schooler Ataru Moroboshi. Given 10 days to attempt to grab Lum's horns, Ataru realizes how impossible the challenge is as he is faced with Lum's extraterrestrial powers. Motivated by a promise of marriage from his childhood friend Shinobu Miyake, Ataru manages to catch Lum off guard. He mistakenly grabs hold of her bikini top first, but he eventually achieves his true goal. Although the game is over, Lum misunderstands that she is the one whom Ataru wants to marry, and she decides to move in with him. The poor student constantly tries to shake off the clingy Lum while doing his best to reconcile with his desired fiancée. After Ataru's heroic feat results in such a disastrous outcome, it is questionable whether luck will ever be on his side. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | -       |   true   |       0       | -      | HIDIVE, Anime Digital Network, Bilibili Global                                                                                                                             | David Production             | genre/Comedy, genre/Romance, genre/Sci-Fi                                         | https://myanimelist.net/anime/50710/Urusei_Yatsura_(2022)                                               |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Vinland Saga                                                        | Vinland Saga                                                                     |   2019  |     Completed      |      ★ 9/10     |     ★ 8.78    |     tv     | series |  7/8/2019  | 12/30/2019 | false  | Vinland Saga, ヴィンランド・サガ                                                                                                                                                                                                                                                                                                                                                 |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    24    |  false   | [[Vinland Saga Franchise]]            | Action, Adventure, Drama                            | 37521  | https://cdn.myanimelist.net/images/anime/1500/103005.jpg                                 |      -       | Young Thorfinn grew up listening to the stories of old sailors that had traveled the ocean and reached the place of legend, Vinland. It's said to be warm and fertile, a place where there would be no need for fighting—not at all like the frozen village in Iceland where he was born, and certainly not like his current life as a mercenary. War is his home now. Though his father once told him, "You have no enemies, nobody does. There is nobody who it's okay to hurt," as he grew, Thorfinn knew that nothing was further from the truth. The war between England and the Danes grows worse with each passing year. Death has become commonplace, and the viking mercenaries are loving every moment of it. Allying with either side will cause a massive swing in the balance of power, and the vikings are happy to make names for themselves and take any spoils they earn along the way. Among the chaos, Thorfinn must take his revenge and kill Askeladd, the man who murdered his father. The only paradise for the vikings, it seems, is the era of war and death that rages on. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | -       |   true   |       0       | -      | Crunchyroll                                                                                                                                                                | Wit Studio                   | genre/Action, genre/Adventure, genre/Drama                                        | https://myanimelist.net/anime/37521/Vinland_Saga                                                        |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Vinland Saga Season 2                                               | Vinland Saga Season 2                                                            |   2023  |     Completed      |     ★ 10/10     |     ★ 8.82    |     tv     | series | 1/10/2023  | 6/20/2023  | false  | ヴィンランド・サガ SEASON2, Vinland Saga Season 2                                                                                                                                                                                                                                                                                                                                |        0        | MALAPI      |       -        |      -       |   25 min per ep    |    24    |  false   | [[Vinland Saga Franchise]]            | Action, Adventure, Drama                            | 49387  | https://cdn.myanimelist.net/images/anime/1170/124312.jpg                                 |      -       | After his father's death and the destruction of his village at the hands of English raiders, Einar wishes for a peaceful life with his family on their newly rebuilt farms. However, fate has other plans: his village is invaded once again. Einar watches helplessly as the marauding Danes burn his lands and slaughter his family. The invaders capture Einar and take him back to Denmark as a slave. Einar clings to his mother's final words to survive. He is purchased by Ketil, a kind slave owner and landlord who promises that Einar can regain his freedom in return for working in the fields. Soon, Einar encounters his new partner in farm cultivation—Thorfinn, a dejected and melancholic slave. As Einar and Thorfinn work together toward their freedom, they are haunted by both sins of the past and the ploys of the present. Yet they carry on, grasping for a glimmer of hope, redemption, and peace in a world that is nothing but unjust and unforgiving. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | MAPPA                        | genre/Action, genre/Adventure, genre/Drama                                        | https://myanimelist.net/anime/49387/Vinland_Saga_Season_2                                               |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Violet Evergarden                                                   | Violet Evergarden                                                                |   2018  |     Completed      |      ★ 8/10     |     ★ 8.69    |     tv     | series | 1/11/2018  |  4/5/2018  | false  | Violet Evergarden, ヴァイオレット・エヴァーガーデン                                                                                                                                                                                                                                                                                                                                     |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    13    |  false   | [[Violet Evergarden Franchise]]       | Drama                                               | 33352  | https://cdn.myanimelist.net/images/anime/1795/95088.jpg                                  |      -       | The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning. Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an "Auto Memory Doll," amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | -       |   true   |       0       | -      | Netflix                                                                                                                                                                    | Kyoto Animation              | genre/Drama                                                                       | https://myanimelist.net/anime/33352/Violet_Evergarden                                                   |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Tongari Boushi no Atelier                                           | Witch Hat Atelier                                                                |   2026  |   Plan to Watch    |        -        |     ★ 8.74    |     tv     | series |  4/6/2026  | 6/22/2026  |  true  | Tongari Boushi no Atelier, Atelier of Witch Hat, Witch Hat Atelier, とんがり帽子のアトリエ                                                                                                                                                                                                                                                                                         |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    13    |  false   | -                                     | Fantasy                                             | 51553  | https://cdn.myanimelist.net/images/anime/1726/155542.jpg                                 |      -       | Coco, a humble dressmaker's daughter, has always been fascinated by magic and the witches who cast it, despite the strict precautions they take to hide their methods from the public. However, when Coco takes advantage of a golden chance to spy on the skilled witch Qifrey, she realizes that her favorite picture book was a disguised magic book all along! In her excitement, she immediately starts testing out the various spells. When a spell causes a disaster in her home, Qifrey rescues her just in time and decides to train her, realizing that she is the first lead he has found that could help him track down the Brimmed Caps—a dangerous group of heretics who experiment with forbidden body-altering magic and spread magical artifacts among the commoners. But before Coco and Qifrey can confront the Brimmed Caps, she is going to have to improve her magical skills and learn to get along with Qifrey's other apprentices. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | BUG FILMS                    | genre/Fantasy                                                                     | https://myanimelist.net/anime/51553/Tongari_Boushi_no_Atelier                                           |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Shuumatsu no Harem                                                  | World's End Harem                                                                |   2022  |     Completed      |        -        |     ★ 5.9     |     tv     | series |  1/7/2022  | 3/18/2022  | false  | Shuumatsu no Harem, World's End Harem, 終末のハーレム                                                                                                                                                                                                                                                                                                                          |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    11    |  false   | -                                     | Sci-Fi, Erotica                                     | 41946  | https://cdn.myanimelist.net/images/anime/1491/117296.jpg                                 |      -       | Reito Mizuhara is a medical student at the National Advanced Medical School in Tokyo who contracts a rare, lethal disease called cellular sclerosis. In order to be treated, he is put into cryogenic sleep for five years. Upon awakening, he learns that a year into his slumber, a worldwide pandemic broke out, caused by the novel Male Killer (MK) virus which exclusively afflicts males and has killed all other men on Earth. Fortunately, Reito and four other men were spared during their cryosleep and are now immune to the virus. As the only men left in the world, they are thus tasked with mating with as many women as possible to repopulate the planet. However, Reito is committed to his childhood friend and sole love interest, Elisa Tachibana—only to learn that she went missing three years ago. While the other male survivors adapt accordingly to this new world, Reito instead chooses to pursue Elisa, fight never-ending temptation, and investigate this mysterious virus. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | -       |   true   |       0       | -      | Crunchyroll, Animax Korea, Bahamut Anime Crazy, Bilibili, CatchPlay, Genflix, Laftel, MeWatch, Sushiroll, TrueID, Upstream, iQIYI                                          | Studio Gokumi, AXsiZ         | genre/Sci-Fi, genre/Erotica                                                       | https://myanimelist.net/anime/41946/Shuumatsu_no_Harem                                                  |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Shigatsu wa Kimi no Uso                                             | Your Lie in April                                                                |   2014  |   Plan to Watch    |        -        |     ★ 8.64    |     tv     | series | 10/10/2014 | 3/20/2015  | false  | 四月は君の嘘, Shigatsu wa Kimi no Uso, Kimiuso, Your Lie in April                                                                                                                                                                                                                                                                                                             |        0        | MALAPI      |       -        |      -       |   22 min per ep    |    22    |  false   | -                                     | Drama, Romance                                      | 23273  | https://cdn.myanimelist.net/images/anime/1405/143284.jpg                                 |      -       | Kousei Arima is a child prodigy known as the "Human Metronome" for playing the piano with precision and perfection. Guided by a strict mother and rigorous training, Kousei dominates every competition he enters, earning the admiration of his musical peers and praise from audiences. When his mother suddenly passes away, the subsequent trauma makes him unable to hear the sound of a piano, and he never takes the stage thereafter. Nowadays, Kousei lives a quiet and unassuming life as a junior high school student alongside his friends Tsubaki Sawabe and Ryouta Watari. While struggling to get over his mother's death, he continues to cling to music. His monochrome life turns upside down the day he encounters the eccentric violinist Kaori Miyazono, who thrusts him back into the spotlight as her accompanist. Through a little lie, these two young musicians grow closer together as Kaori tries to fill Kousei's world with color. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | A-1 Pictures                 | genre/Drama, genre/Romance                                                        | https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso                                             |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
